data,vendas,feriado
2022-07-09,1353.47,0
2022-07-10,1288.48,0
2022-07-11,914.89,0
2022-07-12,963.25,0
2022-07-13,1094.47,0
2022-07-14,970.86,0
2022-07-15,1044.07,0
2022-07-16,1296.78,0
2022-07-17,1164.9,0
2022-07-18,928.63,0
2022-07-19,979.46,0
2022-07-20,1029.81,0
2022-07-21,1124.26,0
2022-07-22,1105.47,0
2022-07-23,1298.85,0
2022-07-24,1067.35,0
2022-07-25,927.56,0
2022-07-26,939.96,0
2022-07-27,937.47,0
2022-07-28,987.92,0
2022-07-29,1080.54,0
2022-07-30,1315.48,0
2022-07-31,1110.85,0
2022-08-01,932.14,0
2022-08-02,961.09,0
2022-08-03,990.29,0
2022-08-04,1099.88,0
2022-08-05,1131.74,0
2022-08-06,1339.4,0
2022-08-07,1179.56,0
2022-08-08,886.71,0
2022-08-09,974.64,0
2022-08-10,1022.2,0
2022-08-11,1047.78,0
2022-08-12,1031.63,0
2022-08-13,1261.6,0
2022-08-14,1199.32,0
2022-08-15,1076.09,0
2022-08-16,1097.03,0
2022-08-17,952.58,0
2022-08-18,1015.86,0
2022-08-19,1004.59,0
2022-08-20,1216.22,0
2022-08-21,1199.84,0
2022-08-22,992.46,0
2022-08-23,935.55,0
2022-08-24,959.2,0
2022-08-25,898.73,0
2022-08-26,1076.91,0
2022-08-27,1182.0,0
2022-08-28,1143.02,0
2022-08-29,861.19,0
2022-08-30,967.14,0
2022-08-31,886.31,0
2022-09-01,932.69,0
2022-09-02,1207.39,0
2022-09-03,1161.29,0
2022-09-04,1101.6,0
2022-09-05,1016.47,0
2022-09-06,1139.39,0
2022-09-07,533.6,1
2022-09-08,990.58,0
2022-09-09,1091.94,0
2022-09-10,1333.91,0
2022-09-11,1099.7,0
2022-09-12,882.9,0
2022-09-13,1002.95,0
2022-09-14,1001.06,0
2022-09-15,981.06,0
2022-09-16,1054.23,0
2022-09-17,1138.39,0
2022-09-18,1135.19,0
2022-09-19,872.08,0
2022-09-20,960.57,0
2022-09-21,931.87,0
2022-09-22,1022.03,0
2022-09-23,1113.03,0
2022-09-24,1220.11,0
2022-09-25,1160.39,0
2022-09-26,880.97,0
2022-09-27,936.27,0
2022-09-28,911.44,0
2022-09-29,1002.18,0
2022-09-30,1035.81,0
2022-10-01,1325.68,0
2022-10-02,1222.93,0
2022-10-03,890.11,0
2022-10-04,879.59,0
2022-10-05,877.05,0
2022-10-06,1043.67,0
2022-10-07,1046.37,0
2022-10-08,1217.81,0
2022-10-09,1012.73,0
2022-10-10,911.44,0
2022-10-11,941.45,0
2022-10-12,485.95,1
2022-10-13,932.67,0
2022-10-14,1035.17,0
2022-10-15,1180.88,0
2022-10-16,1088.59,0
2022-10-17,838.29,0
2022-10-18,887.77,0
2022-10-19,930.44,0
2022-10-20,1037.97,0
2022-10-21,854.08,0
2022-10-22,1152.27,0
2022-10-23,1105.47,0
2022-10-24,851.05,0
2022-10-25,869.4,0
2022-10-26,804.73,0
2022-10-27,958.25,0
2022-10-28,1100.65,0
2022-10-29,1063.42,0
2022-10-30,1135.74,0
2022-10-31,802.66,0
2022-11-01,877.17,0
2022-11-02,456.16,1
2022-11-03,907.76,0
2022-11-04,1064.34,0
2022-11-05,1179.82,0
2022-11-06,1177.34,0
2022-11-07,882.59,0
2022-11-08,896.85,0
2022-11-09,993.72,0
2022-11-10,944.01,0
2022-11-11,1025.96,0
2022-11-12,1117.11,0
2022-11-13,1067.54,0
2022-11-14,760.36,0
2022-11-15,540.25,1
2022-11-16,808.88,0
2022-11-17,955.23,0
2022-11-18,955.58,0
2022-11-19,1196.05,0
2022-11-20,1099.6,0
2022-11-21,902.58,0
2022-11-22,896.0,0
2022-11-23,776.67,0
2022-11-24,895.83,0
2022-11-25,888.41,0
2022-11-26,1086.54,0
2022-11-27,1137.24,0
2022-11-28,823.77,0
2022-11-29,802.57,0
2022-11-30,802.68,0
2022-12-01,894.5,0
2022-12-02,878.6,0
2022-12-03,1070.4,0
2022-12-04,1058.5,0
2022-12-05,848.23,0
2022-12-06,874.6,0
2022-12-07,719.79,0
2022-12-08,904.75,0
2022-12-09,950.06,0
2022-12-10,1129.85,0
2022-12-11,1131.29,0
2022-12-12,649.86,0
2022-12-13,797.56,0
2022-12-14,887.88,0
2022-12-15,786.95,0
2022-12-16,1029.86,0
2022-12-17,1122.9,0
2022-12-18,1081.11,0
2022-12-19,735.61,0
2022-12-20,878.28,0
2022-12-21,913.18,0
2022-12-22,892.7,0
2022-12-23,952.47,0
2022-12-24,1114.34,0
2022-12-25,596.07,1
2022-12-26,758.8,0
2022-12-27,818.32,0
2022-12-28,870.33,0
2022-12-29,937.2,0
2022-12-30,873.62,0
2022-12-31,1089.58,0
2023-01-01,735.85,1
2023-01-02,722.37,0
2023-01-03,777.72,0
2023-01-04,859.3,0
2023-01-05,927.96,0
2023-01-06,938.15,0
2023-01-07,1177.41,0
2023-01-08,1079.32,0
2023-01-09,818.7,0
2023-01-10,861.75,0
2023-01-11,988.51,0
2023-01-12,866.92,0
2023-01-13,819.44,0
2023-01-14,1196.36,0
2023-01-15,1003.13,0
2023-01-16,777.6,0
2023-01-17,910.26,0
2023-01-18,756.14,0
2023-01-19,807.81,0
2023-01-20,847.5,0
2023-01-21,1056.63,0
2023-01-22,1061.4,0
2023-01-23,807.24,0
2023-01-24,853.18,0
2023-01-25,772.68,0
2023-01-26,749.71,0
2023-01-27,952.49,0
2023-01-28,1081.87,0
2023-01-29,1068.72,0
2023-01-30,824.29,0
2023-01-31,851.52,0
2023-02-01,909.91,0
2023-02-02,909.18,0
2023-02-03,988.38,0
2023-02-04,1075.48,0
2023-02-05,1038.2,0
2023-02-06,802.03,0
2023-02-07,900.74,0
2023-02-08,849.2,0
2023-02-09,935.44,0
2023-02-10,949.6,0
2023-02-11,1119.9,0
2023-02-12,1108.17,0
2023-02-13,680.29,0
2023-02-14,783.59,0
2023-02-15,793.98,0
2023-02-16,774.45,0
2023-02-17,935.37,0
2023-02-18,1182.65,0
2023-02-19,1052.25,0
2023-02-20,822.89,0
2023-02-21,938.08,0
2023-02-22,974.13,0
2023-02-23,922.08,0
2023-02-24,1069.24,0
2023-02-25,1155.37,0
2023-02-26,1031.44,0
2023-02-27,787.89,0
2023-02-28,796.62,0
2023-03-01,854.08,0
2023-03-02,917.84,0
2023-03-03,1049.5,0
2023-03-04,1266.53,0
2023-03-05,1012.37,0
2023-03-06,860.91,0
2023-03-07,836.97,0
2023-03-08,949.97,0
2023-03-09,945.73,0
2023-03-10,905.87,0
2023-03-11,1233.57,0
2023-03-12,1073.74,0
2023-03-13,820.19,0
2023-03-14,850.24,0
2023-03-15,897.4,0
2023-03-16,994.57,0
2023-03-17,1019.8,0
2023-03-18,1213.15,0
2023-03-19,1147.44,0
2023-03-20,947.27,0
2023-03-21,909.79,0
2023-03-22,864.08,0
2023-03-23,1049.08,0
2023-03-24,1027.52,0
2023-03-25,1276.67,0
2023-03-26,1165.18,0
2023-03-27,876.72,0
2023-03-28,967.93,0
2023-03-29,1086.48,0
2023-03-30,1126.48,0
2023-03-31,1068.47,0
2023-04-01,1236.37,0
2023-04-02,1223.79,0
2023-04-03,850.95,0
2023-04-04,984.15,0
2023-04-05,985.09,0
2023-04-06,1037.97,0
2023-04-07,1031.62,0
2023-04-08,1148.75,0
2023-04-09,1052.25,0
2023-04-10,852.09,0
2023-04-11,954.12,0
2023-04-12,986.56,0
2023-04-13,1152.9,0
2023-04-14,1165.54,0
2023-04-15,1203.97,0
2023-04-16,1215.07,0
2023-04-17,912.3,0
2023-04-18,982.17,0
2023-04-19,1032.86,0
2023-04-20,1091.4,0
2023-04-21,716.4,1
2023-04-22,1343.09,0
2023-04-23,1143.23,0
2023-04-24,954.62,0
2023-04-25,1172.59,0
2023-04-26,1052.59,0
2023-04-27,1157.67,0
2023-04-28,1139.63,0
2023-04-29,1331.44,0
2023-04-30,1225.64,0
2023-05-01,581.26,1
2023-05-02,987.14,0
2023-05-03,1082.15,0
2023-05-04,1037.65,0
2023-05-05,1191.07,0
2023-05-06,1378.63,0
2023-05-07,1267.88,0
2023-05-08,971.07,0
2023-05-09,1077.83,0
2023-05-10,1054.4,0
2023-05-11,1161.36,0
2023-05-12,1057.64,0
2023-05-13,1309.68,0
2023-05-14,1142.63,0
2023-05-15,914.62,0
2023-05-16,1148.39,0
2023-05-17,1142.48,0
2023-05-18,1077.8,0
2023-05-19,1092.99,0
2023-05-20,1167.42,0
2023-05-21,1244.82,0
2023-05-22,1164.77,0
2023-05-23,1107.73,0
2023-05-24,1070.13,0
2023-05-25,1163.66,0
2023-05-26,1104.12,0
2023-05-27,1341.94,0
2023-05-28,1297.73,0
2023-05-29,1028.55,0
2023-05-30,1143.1,0
2023-05-31,1138.23,0
2023-06-01,1189.54,0
2023-06-02,1169.99,0
2023-06-03,1426.99,0
2023-06-04,1402.66,0
2023-06-05,988.49,0
2023-06-06,1055.18,0
2023-06-07,1210.31,0
2023-06-08,1150.37,0
2023-06-09,1307.74,0
2023-06-10,1358.6,0
2023-06-11,1404.06,0
2023-06-12,1066.22,0
2023-06-13,1135.37,0
2023-06-14,1235.27,0
2023-06-15,1151.17,0
2023-06-16,1177.86,0
2023-06-17,1368.83,0
2023-06-18,1354.28,0
2023-06-19,974.55,0
2023-06-20,1168.07,0
2023-06-21,1118.79,0
2023-06-22,1251.25,0
2023-06-23,1099.95,0
2023-06-24,1357.61,0
2023-06-25,1234.78,0
2023-06-26,1027.52,0
2023-06-27,1153.05,0
2023-06-28,1148.5,0
2023-06-29,1175.08,0
2023-06-30,1241.73,0
2023-07-01,1424.44,0
2023-07-02,1282.65,0
2023-07-03,1126.46,0
2023-07-04,1184.67,0
2023-07-05,1188.83,0
2023-07-06,1229.91,0
2023-07-07,1275.05,0
2023-07-08,1540.09,0
2023-07-09,1343.44,0
2023-07-10,1070.88,0
2023-07-11,1104.7,0
2023-07-12,1108.55,0
2023-07-13,1126.36,0
2023-07-14,1208.2,0
2023-07-15,1417.76,0
2023-07-16,1372.49,0
2023-07-17,1095.9,0
2023-07-18,1107.26,0
2023-07-19,1227.53,0
2023-07-20,1248.17,0
2023-07-21,1254.48,0
2023-07-22,1385.11,0
2023-07-23,1387.37,0
2023-07-24,1105.89,0
2023-07-25,1067.84,0
2023-07-26,1170.73,0
2023-07-27,1220.57,0
2023-07-28,1210.88,0
2023-07-29,1436.23,0
2023-07-30,1267.49,0
2023-07-31,1174.85,0
2023-08-01,1229.43,0
2023-08-02,1159.24,0
2023-08-03,1226.0,0
2023-08-04,1119.37,0
2023-08-05,1354.32,0
2023-08-06,1335.78,0
2023-08-07,1028.75,0
2023-08-08,1195.58,0
2023-08-09,1292.16,0
2023-08-10,1131.3,0
2023-08-11,1211.19,0
2023-08-12,1435.07,0
2023-08-13,1447.09,0
2023-08-14,1016.53,0
2023-08-15,1164.23,0
2023-08-16,1277.95,0
2023-08-17,1098.92,0
2023-08-18,1180.49,0
2023-08-19,1391.23,0
2023-08-20,1314.68,0
2023-08-21,1133.91,0
2023-08-22,1158.86,0
2023-08-23,1057.04,0
2023-08-24,1223.62,0
2023-08-25,1217.17,0
2023-08-26,1487.39,0
2023-08-27,1302.33,0
2023-08-28,1040.84,0
2023-08-29,1170.52,0
2023-08-30,1202.83,0
2023-08-31,1212.9,0
2023-09-01,1143.83,0
2023-09-02,1436.17,0
2023-09-03,1270.72,0
2023-09-04,1085.77,0
2023-09-05,1045.08,0
2023-09-06,1176.11,0
2023-09-07,749.75,1
2023-09-08,1159.97,0
2023-09-09,1438.52,0
2023-09-10,1338.94,0
2023-09-11,1026.33,0
2023-09-12,1208.94,0
2023-09-13,1114.12,0
2023-09-14,1171.15,0
2023-09-15,1244.01,0
2023-09-16,1349.33,0
2023-09-17,1343.4,0
2023-09-18,1021.72,0
2023-09-19,1087.62,0
2023-09-20,1212.65,0
2023-09-21,1097.01,0
2023-09-22,1073.22,0
2023-09-23,1473.17,0
2023-09-24,1457.99,0
2023-09-25,1019.22,0
2023-09-26,985.82,0
2023-09-27,1101.88,0
2023-09-28,1131.81,0
2023-09-29,1196.05,0
2023-09-30,1299.09,0
2023-10-01,1329.11,0
2023-10-02,1064.25,0
2023-10-03,1001.54,0
2023-10-04,1151.58,0
2023-10-05,1261.2,0
2023-10-06,1206.77,0
2023-10-07,1334.62,0
2023-10-08,1274.74,0
2023-10-09,1058.57,0
2023-10-10,976.2,0
2023-10-11,1108.3,0
2023-10-12,723.39,1
2023-10-13,1296.08,0
2023-10-14,1333.14,0
2023-10-15,1372.05,0
2023-10-16,944.14,0
2023-10-17,1103.99,0
2023-10-18,1106.31,0
2023-10-19,1063.39,0
2023-10-20,1184.57,0
2023-10-21,1405.08,0
2023-10-22,1241.3,0
2023-10-23,897.62,0
2023-10-24,1056.49,0
2023-10-25,1021.82,0
2023-10-26,1083.85,0
2023-10-27,1157.92,0
2023-10-28,1218.92,0
2023-10-29,1152.76,0
2023-10-30,1017.08,0
2023-10-31,1015.26,0
2023-11-01,911.21,0
2023-11-02,760.68,1
2023-11-03,1168.42,0
2023-11-04,1267.76,0
2023-11-05,1160.1,0
2023-11-06,1027.79,0
2023-11-07,1057.16,0
2023-11-08,1197.71,0
2023-11-09,1108.54,0
2023-11-10,1165.19,0
2023-11-11,1290.52,0
2023-11-12,1278.16,0
2023-11-13,1005.3,0
2023-11-14,1101.56,0
2023-11-15,633.85,1
2023-11-16,1047.7,0
2023-11-17,1103.79,0
2023-11-18,1338.72,0
2023-11-19,1309.92,0
2023-11-20,931.26,0
2023-11-21,992.1,0
2023-11-22,1055.25,0
2023-11-23,1050.5,0
2023-11-24,1181.22,0
2023-11-25,1147.88,0
2023-11-26,1162.29,0
2023-11-27,903.87,0
2023-11-28,870.55,0
2023-11-29,970.93,0
2023-11-30,1002.85,0
2023-12-01,1104.72,0
2023-12-02,1342.62,0
2023-12-03,1190.22,0
2023-12-04,882.18,0
2023-12-05,999.75,0
2023-12-06,1085.28,0
2023-12-07,992.96,0
2023-12-08,1056.1,0
2023-12-09,1303.5,0
2023-12-10,1185.97,0
2023-12-11,977.42,0
2023-12-12,997.09,0
2023-12-13,1059.37,0
2023-12-14,984.57,0
2023-12-15,1105.37,0
2023-12-16,1252.92,0
2023-12-17,1122.09,0
2023-12-18,840.76,0
2023-12-19,1035.27,0
2023-12-20,992.65,0
2023-12-21,981.99,0
2023-12-22,1097.2,0
2023-12-23,1330.34,0
2023-12-24,1055.53,0
2023-12-25,462.33,1
2023-12-26,936.53,0
2023-12-27,1099.39,0
2023-12-28,1058.53,0
2023-12-29,1147.5,0
2023-12-30,1192.97,0
2023-12-31,1124.16,0
2024-01-01,578.08,1
2024-01-02,994.74,0
2024-01-03,1044.23,0
2024-01-04,1030.15,0
2024-01-05,1118.23,0
2024-01-06,1271.2,0
2024-01-07,1238.59,0
2024-01-08,980.58,0
2024-01-09,895.25,0
2024-01-10,877.92,0
2024-01-11,1103.2,0
2024-01-12,1174.75,0
2024-01-13,1202.67,0
2024-01-14,1082.77,0
2024-01-15,940.79,0
2024-01-16,1051.22,0
2024-01-17,1123.79,0
2024-01-18,1077.51,0
2024-01-19,1084.86,0
2024-01-20,1214.24,0
2024-01-21,1199.22,0
2024-01-22,921.31,0
2024-01-23,939.14,0
2024-01-24,1143.77,0
2024-01-25,1158.8,0
2024-01-26,1180.73,0
2024-01-27,1218.23,0
2024-01-28,1255.73,0
2024-01-29,983.79,0
2024-01-30,1032.98,0
2024-01-31,1102.45,0
2024-02-01,1096.68,0
2024-02-02,1164.07,0
2024-02-03,1319.04,0
2024-02-04,1232.46,0
2024-02-05,846.21,0
2024-02-06,1019.49,0
2024-02-07,1002.39,0
2024-02-08,990.28,0
2024-02-09,1229.33,0
2024-02-10,1393.54,0
2024-02-11,1302.76,0
2024-02-12,977.96,0
2024-02-13,1105.16,0
2024-02-14,1046.35,0
2024-02-15,1089.33,0
2024-02-16,1073.11,0
2024-02-17,1324.13,0
2024-02-18,1235.56,0
2024-02-19,895.43,0
2024-02-20,1032.2,0
2024-02-21,1052.2,0
2024-02-22,1196.57,0
2024-02-23,1204.13,0
2024-02-24,1312.96,0
2024-02-25,1259.02,0
2024-02-26,988.59,0
2024-02-27,1035.63,0
2024-02-28,1004.76,0
2024-02-29,1092.56,0
2024-03-01,1118.8,0
2024-03-02,1250.52,0
2024-03-03,1288.21,0
2024-03-04,1023.03,0
2024-03-05,954.39,0
2024-03-06,1076.29,0
2024-03-07,1175.48,0
2024-03-08,1241.4,0
2024-03-09,1401.52,0
2024-03-10,1274.45,0
2024-03-11,963.58,0
2024-03-12,1011.45,0
2024-03-13,1119.36,0
2024-03-14,1153.66,0
2024-03-15,1270.39,0
2024-03-16,1421.4,0
2024-03-17,1279.75,0
2024-03-18,955.32,0
2024-03-19,1073.14,0
2024-03-20,1127.64,0
2024-03-21,1134.82,0
2024-03-22,1174.62,0
2024-03-23,1386.84,0
2024-03-24,1273.8,0
2024-03-25,1008.75,0
2024-03-26,1127.52,0
2024-03-27,1107.13,0
2024-03-28,1178.32,0
2024-03-29,1242.5,0
2024-03-30,1320.19,0
2024-03-31,1292.13,0
2024-04-01,1149.73,0
2024-04-02,1056.21,0
2024-04-03,1021.41,0
2024-04-04,1069.18,0
2024-04-05,1245.13,0
2024-04-06,1407.73,0
2024-04-07,1331.32,0
2024-04-08,1153.73,0
2024-04-09,983.01,0
2024-04-10,1189.65,0
2024-04-11,1292.09,0
2024-04-12,1193.25,0
2024-04-13,1400.64,0
2024-04-14,1310.77,0
2024-04-15,1044.8,0
2024-04-16,1141.4,0
2024-04-17,1269.13,0
2024-04-18,1326.24,0
2024-04-19,1258.34,0
2024-04-20,1555.31,0
2024-04-21,995.64,1
2024-04-22,1221.22,0
2024-04-23,1172.89,0
2024-04-24,1208.84,0
2024-04-25,1255.38,0
2024-04-26,1486.66,0
2024-04-27,1509.47,0
2024-04-28,1348.41,0
2024-04-29,1191.44,0
2024-04-30,1174.02,0
2024-05-01,808.78,1
2024-05-02,1305.1,0
2024-05-03,1314.85,0
2024-05-04,1492.1,0
2024-05-05,1408.61,0
2024-05-06,1170.33,0
2024-05-07,1237.99,0
2024-05-08,1118.62,0
2024-05-09,1307.16,0
2024-05-10,1270.56,0
2024-05-11,1405.24,0
2024-05-12,1420.56,0
2024-05-13,1171.37,0
2024-05-14,1186.97,0
2024-05-15,1300.67,0
2024-05-16,1202.49,0
2024-05-17,1320.8,0
2024-05-18,1472.3,0
2024-05-19,1436.75,0
2024-05-20,1198.41,0
2024-05-21,1183.32,0
2024-05-22,1309.34,0
2024-05-23,1301.74,0
2024-05-24,1246.49,0
2024-05-25,1404.52,0
2024-05-26,1453.3,0
2024-05-27,1182.76,0
2024-05-28,1251.76,0
2024-05-29,1278.22,0
2024-05-30,1325.34,0
2024-05-31,1430.54,0
2024-06-01,1468.87,0
2024-06-02,1397.05,0
2024-06-03,1143.57,0
2024-06-04,1288.28,0
2024-06-05,1367.39,0
2024-06-06,1298.53,0
2024-06-07,1236.0,0
2024-06-08,1445.53,0
2024-06-09,1429.42,0
2024-06-10,1187.54,0
2024-06-11,1258.07,0
2024-06-12,1306.44,0
2024-06-13,1316.93,0
2024-06-14,1460.08,0
2024-06-15,1518.01,0
2024-06-16,1438.26,0
2024-06-17,1260.12,0
2024-06-18,1200.61,0
2024-06-19,1337.45,0
2024-06-20,1351.52,0
2024-06-21,1397.78,0
2024-06-22,1663.16,0
2024-06-23,1461.72,0
2024-06-24,1363.84,0
2024-06-25,1287.82,0
2024-06-26,1245.82,0
2024-06-27,1357.7,0
2024-06-28,1349.96,0
2024-06-29,1530.42,0
2024-06-30,1530.31,0
2024-07-01,1280.75,0
2024-07-02,1270.97,0
2024-07-03,1388.4,0
2024-07-04,1429.43,0
2024-07-05,1506.94,0
2024-07-06,1613.28,0
2024-07-07,1594.04,0
2024-07-08,1140.06,0
2024-07-09,1294.48,0
2024-07-10,1282.15,0
2024-07-11,1371.89,0
2024-07-12,1390.99,0
2024-07-13,1575.81,0
2024-07-14,1629.18,0
2024-07-15,1246.5,0
2024-07-16,1341.91,0
2024-07-17,1323.5,0
2024-07-18,1372.31,0
2024-07-19,1428.42,0
2024-07-20,1615.21,0
2024-07-21,1588.45,0
2024-07-22,1357.56,0
2024-07-23,1337.44,0
2024-07-24,1374.35,0
2024-07-25,1300.01,0
2024-07-26,1423.83,0
2024-07-27,1645.53,0
2024-07-28,1571.04,0
2024-07-29,1271.72,0
2024-07-30,1372.12,0
2024-07-31,1368.25,0
2024-08-01,1440.66,0
2024-08-02,1445.81,0
2024-08-03,1566.88,0
2024-08-04,1538.11,0
2024-08-05,1081.82,0
2024-08-06,1340.3,0
2024-08-07,1118.06,0
2024-08-08,1263.17,0
2024-08-09,1453.25,0
2024-08-10,1614.34,0
2024-08-11,1445.45,0
2024-08-12,1211.95,0
2024-08-13,1396.35,0
2024-08-14,1304.5,0
2024-08-15,1497.5,0
2024-08-16,1422.16,0
2024-08-17,1606.09,0
2024-08-18,1607.91,0
2024-08-19,1258.03,0
2024-08-20,1249.26,0
2024-08-21,1322.03,0
2024-08-22,1355.66,0
2024-08-23,1335.06,0
2024-08-24,1560.72,0
2024-08-25,1460.64,0
2024-08-26,1299.7,0
2024-08-27,1305.36,0
2024-08-28,1305.34,0
2024-08-29,1344.93,0
2024-08-30,1423.66,0
2024-08-31,1606.22,0
2024-09-01,1438.15,0
2024-09-02,1174.54,0
2024-09-03,1362.19,0
2024-09-04,1290.02,0
2024-09-05,1258.58,0
2024-09-06,1429.02,0
2024-09-07,1208.98,1
2024-09-08,1398.1,0
2024-09-09,1242.46,0
2024-09-10,1331.55,0
2024-09-11,1328.58,0
2024-09-12,1372.73,0
2024-09-13,1309.22,0
2024-09-14,1571.99,0
2024-09-15,1462.6,0
2024-09-16,1190.41,0
2024-09-17,1330.21,0
2024-09-18,1385.32,0
2024-09-19,1432.8,0
2024-09-20,1462.58,0
2024-09-21,1535.65,0
2024-09-22,1491.93,0
2024-09-23,1255.29,0
2024-09-24,1275.06,0
2024-09-25,1294.13,0
2024-09-26,1364.19,0
2024-09-27,1369.68,0
2024-09-28,1487.94,0
2024-09-29,1435.28,0
2024-09-30,1236.63,0
2024-10-01,1257.21,0
2024-10-02,1295.87,0
2024-10-03,1344.08,0
2024-10-04,1339.8,0
2024-10-05,1566.08,0
2024-10-06,1471.84,0
2024-10-07,1113.42,0
2024-10-08,1332.44,0
2024-10-09,1234.25,0
2024-10-10,1193.38,0
2024-10-11,1288.37,0
2024-10-12,1068.2,1
2024-10-13,1440.98,0
2024-10-14,1159.8,0
2024-10-15,1214.41,0
2024-10-16,1290.19,0
2024-10-17,1301.79,0
2024-10-18,1358.75,0
2024-10-19,1522.77,0
