data,receita,feriado
2024-03-29,3004.52,0
2024-03-30,2733.1,0
2024-03-31,2408.03,0
2024-04-01,3053.49,0
2024-04-02,2972.31,0
2024-04-03,2622.92,0
2024-04-04,2927.48,0
2024-04-05,3125.51,0
2024-04-06,2702.41,0
2024-04-07,2784.63,0
2024-04-08,3089.51,0
2024-04-09,2939.21,0
2024-04-10,2968.4,0
2024-04-11,2786.37,0
2024-04-12,2711.22,0
2024-04-13,2829.01,0
2024-04-14,2809.43,0
2024-04-15,2964.11,0
2024-04-16,3123.96,0
2024-04-17,2941.83,0
2024-04-18,2987.14,0
2024-04-19,2949.56,0
2024-04-20,2829.89,0
2024-04-21,1967.8,1
2024-04-22,3339.17,0
2024-04-23,3070.59,0
2024-04-24,3080.17,0
2024-04-25,2861.62,0
2024-04-26,3225.97,0
2024-04-27,2795.0,0
2024-04-28,2794.49,0
2024-04-29,2954.95,0
2024-04-30,2950.33,0
2024-05-01,2504.2,1
2024-05-02,3056.42,0
2024-05-03,2693.67,0
2024-05-04,2912.27,0
2024-05-05,2656.07,0
2024-05-06,3415.05,0
2024-05-07,3090.4,0
2024-05-08,3096.56,0
2024-05-09,3218.12,0
2024-05-10,2872.56,0
2024-05-11,2664.32,0
2024-05-12,2740.87,0
2024-05-13,3369.22,0
2024-05-14,2952.09,0
2024-05-15,2869.85,0
2024-05-16,3203.61,0
2024-05-17,2948.76,0
2024-05-18,2783.1,0
2024-05-19,2542.85,0
2024-05-20,3192.5,0
2024-05-21,3171.2,0
2024-05-22,3267.17,0
2024-05-23,3013.56,0
2024-05-24,3298.13,0
2024-05-25,2774.77,0
2024-05-26,2739.44,0
2024-05-27,3534.72,0
2024-05-28,3233.45,0
2024-05-29,3090.87,0
2024-05-30,3130.69,0
2024-05-31,3286.04,0
2024-06-01,3106.02,0
2024-06-02,2750.49,0
2024-06-03,3342.93,0
2024-06-04,3245.46,0
2024-06-05,3058.68,0
2024-06-06,3172.8,0
2024-06-07,3125.13,0
2024-06-08,3087.75,0
2024-06-09,3060.82,0
2024-06-10,3329.29,0
2024-06-11,3228.97,0
2024-06-12,3315.39,0
2024-06-13,3123.87,0
2024-06-14,3231.55,0
2024-06-15,2940.11,0
2024-06-16,2779.9,0
2024-06-17,3264.8,0
2024-06-18,3484.41,0
2024-06-19,3222.93,0
2024-06-20,3457.4,0
2024-06-21,3098.7,0
2024-06-22,3014.17,0
2024-06-23,3271.09,0
2024-06-24,3270.73,0
2024-06-25,3035.64,0
2024-06-26,3443.96,0
2024-06-27,3130.51,0
2024-06-28,3185.71,0
2024-06-29,2908.86,0
2024-06-30,2990.64,0
2024-07-01,3302.15,0
2024-07-02,3292.09,0
2024-07-03,3342.23,0
2024-07-04,3120.0,0
2024-07-05,3104.98,0
2024-07-06,2956.11,0
2024-07-07,2766.38,0
2024-07-08,3388.86,0
2024-07-09,3346.17,0
2024-07-10,3235.05,0
2024-07-11,3234.36,0
2024-07-12,3210.86,0
2024-07-13,2923.06,0
2024-07-14,3072.75,0
2024-07-15,3658.1,0
2024-07-16,3273.03,0
2024-07-17,3366.88,0
2024-07-18,3246.24,0
2024-07-19,3271.71,0
2024-07-20,3240.43,0
2024-07-21,3053.03,0
2024-07-22,3214.06,0
2024-07-23,3406.35,0
2024-07-24,3475.76,0
2024-07-25,3252.44,0
2024-07-26,3363.07,0
2024-07-27,2927.21,0
2024-07-28,2775.92,0
2024-07-29,3483.66,0
2024-07-30,3097.91,0
2024-07-31,3270.09,0
2024-08-01,3463.59,0
2024-08-02,2955.77,0
2024-08-03,2843.63,0
2024-08-04,2837.83,0
2024-08-05,3452.94,0
2024-08-06,3290.01,0
2024-08-07,3496.43,0
2024-08-08,3413.43,0
2024-08-09,3288.36,0
2024-08-10,3038.54,0
2024-08-11,3032.27,0
2024-08-12,3335.53,0
2024-08-13,3455.15,0
2024-08-14,3138.31,0
2024-08-15,3389.74,0
2024-08-16,3377.58,0
2024-08-17,3039.7,0
2024-08-18,2944.11,0
2024-08-19,3503.36,0
2024-08-20,2925.18,0
2024-08-21,3326.52,0
2024-08-22,3246.68,0
2024-08-23,3193.75,0
2024-08-24,3097.98,0
2024-08-25,2946.77,0
2024-08-26,3275.72,0
2024-08-27,3293.61,0
2024-08-28,3280.87,0
2024-08-29,3265.45,0
2024-08-30,3209.92,0
2024-08-31,3130.6,0
2024-09-01,2790.83,0
2024-09-02,3445.21,0
2024-09-03,3478.89,0
2024-09-04,3013.09,0
2024-09-05,3258.67,0
2024-09-06,3089.11,0
2024-09-07,2216.65,1
2024-09-08,2799.33,0
2024-09-09,3379.67,0
2024-09-10,3538.55,0
2024-09-11,3061.07,0
2024-09-12,3051.63,0
2024-09-13,2970.34,0
2024-09-14,3191.66,0
2024-09-15,2842.26,0
2024-09-16,3380.52,0
2024-09-17,3204.82,0
2024-09-18,3086.05,0
2024-09-19,3162.38,0
2024-09-20,3476.45,0
2024-09-21,3124.15,0
2024-09-22,2766.79,0
2024-09-23,3453.77,0
2024-09-24,3123.58,0
2024-09-25,2948.17,0
2024-09-26,3316.42,0
2024-09-27,3272.92,0
2024-09-28,3053.75,0
2024-09-29,2798.29,0
2024-09-30,3317.47,0
2024-10-01,3322.53,0
2024-10-02,3229.09,0
2024-10-03,3095.87,0
2024-10-04,2861.0,0
2024-10-05,2900.29,0
2024-10-06,2992.08,0
2024-10-07,3150.02,0
2024-10-08,3283.75,0
2024-10-09,3197.39,0
2024-10-10,3232.63,0
2024-10-11,3186.32,0
2024-10-12,2063.64,1
2024-10-13,2591.12,0
2024-10-14,3219.43,0
2024-10-15,3295.23,0
2024-10-16,3051.5,0
2024-10-17,3006.85,0
2024-10-18,2785.67,0
2024-10-19,3082.67,0
2024-10-20,2909.56,0
2024-10-21,3378.4,0
2024-10-22,3282.77,0
2024-10-23,3184.71,0
2024-10-24,3046.46,0
2024-10-25,2994.45,0
2024-10-26,2754.24,0
2024-10-27,3139.71,0
2024-10-28,3325.43,0
2024-10-29,3059.45,0
2024-10-30,3146.35,0
2024-10-31,2916.48,0
2024-11-01,3205.48,0
2024-11-02,1999.17,1
2024-11-03,2818.77,0
2024-11-04,3374.77,0
2024-11-05,3156.35,0
2024-11-06,3072.69,0
2024-11-07,3037.98,0
2024-11-08,2965.61,0
2024-11-09,2689.85,0
2024-11-10,2664.77,0
2024-11-11,3411.98,0
2024-11-12,3066.82,0
2024-11-13,2929.22,0
2024-11-14,2944.21,0
2024-11-15,2407.84,1
2024-11-16,2845.71,0
2024-11-17,2786.95,0
2024-11-18,3149.87,0
2024-11-19,3143.66,0
2024-11-20,2930.8,0
2024-11-21,2962.11,0
2024-11-22,3071.84,0
2024-11-23,2856.12,0
2024-11-24,2553.96,0
2024-11-25,3049.4,0
2024-11-26,3062.2,0
2024-11-27,3246.5,0
2024-11-28,2714.57,0
2024-11-29,2959.69,0
2024-11-30,2526.1,0
2024-12-01,2588.01,0
2024-12-02,3103.94,0
2024-12-03,2974.28,0
2024-12-04,2916.67,0
2024-12-05,2970.72,0
2024-12-06,2833.15,0
2024-12-07,2501.77,0
2024-12-08,2774.2,0
2024-12-09,3248.98,0
2024-12-10,3140.24,0
2024-12-11,2765.18,0
2024-12-12,3001.48,0
2024-12-13,2993.09,0
2024-12-14,2552.97,0
2024-12-15,2657.57,0
2024-12-16,3119.03,0
2024-12-17,3272.3,0
2024-12-18,3242.98,0
2024-12-19,2719.77,0
2024-12-20,3241.23,0
2024-12-21,2563.31,0
2024-12-22,2788.18,0
2024-12-23,3266.26,0
2024-12-24,2870.58,0
2024-12-25,2338.69,1
2024-12-26,2934.3,0
2024-12-27,2966.77,0
2024-12-28,2721.33,0
2024-12-29,2816.47,0
2024-12-30,3139.56,0
2024-12-31,2985.61,0
